pokemon_id,pokemon_name,canonical_slug,display_name,species_slug,dexnum_int,order,is_default,base_experience,height,weight,type1,type2,hp,attack,defense,sp_atk,sp_def,speed,total,generation,capture_rate,base_happiness,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,color,shape,habitat,is_baby,is_legendary,is_mythical,region_tag,form_group,is_mega,is_battle_only,evolution_chain_id,evolution_stage,genus_en,flavor_text_en,flavor_text_corpus_en,ability1,ability2,hidden_ability,ability_summary_en,official_artwork_url,artwork_variant_url,sprite_url,image_url,official_pokedex_url
162,furret,furret,Furret,furret,162,259,1,145.0,18,325,Normal,None,85,76,64,45,55,90,415,2,90,70,145.0,Medium,Ground,Unknown,50.0,50.0,15,Brown,Quadruped,Grassland,0,0,0,None,Standard,0,0,82,1,Long Body Pokémon,It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter.,"It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter. There is no tell­ ing where the tail begins. Despite its short legs, it is quick at hunt­ ing RATTATA. It lives in narrow burrows that fit its slim body. The deeper the nests go, the more maze­ like they become. FURRET has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this POKéMON is very nimble and fleet. A FURRET has a very slim build. When under attack, it can squirm through narrow spaces and get away. In spite of its short limbs, it is very nimble and fleet. There is no telling where its tail begins. Despite its short legs, it is quick at hunting RATTATA. The mother puts its offspring to sleep by curling up around them. It corners foes with speed. It makes a nest to suit its long and skinny body. The nest is impossible for other Pokémon to enter.",Run Away,Keen Eye,Frisk,Ensures success fleeing from wild battles. Prevents accuracy from being lowered. Reveals an opponent's held item upon entering battle.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/162.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/162.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png,https://www.pokemon.com/us/pokedex/furret
163,hoothoot,hoothoot,Hoothoot,hoothoot,163,260,1,52.0,7,212,Normal,Flying,60,30,30,36,56,50,262,2,255,70,52.0,Medium,Flying,Unknown,50.0,50.0,15,Brown,Wings,Forest,0,0,0,None,Standard,0,0,83,0,Owl Pokémon,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen.","It always stands on one foot. It changes feet so fast, the movement can rarely be seen. It has a perfect sense of time. Whatever happens, it keeps rhythm by precisely tilting its head in time. It begins to hoot at the same time every day. Some trainers use them in place of clocks. HOOTHOOT has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this POKéMON begins hooting at precisely the same time every day. It has an internal organ that senses the earth’s rotation. Using this special organ, a HOOTHOOT begins hooting at precisely the same time every day. It always stands on one foot. Even when attacked, it does not brace itself using both feet. It switches its standing foot so quickly, it can’t be seen. It cries at the same time every day. It marks time precisely. Some countries consider it to be a wise friend, versed in the world’s ways.",Insomnia,Keen Eye,Tinted Lens,Prevents sleep. Prevents accuracy from being lowered. Doubles damage inflicted with not-very-effective moves.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/163.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/163.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png,https://www.pokemon.com/us/pokedex/hoothoot
164,noctowl,noctowl,Noctowl,noctowl,164,261,1,158.0,16,408,Normal,Flying,100,50,50,86,96,70,452,2,90,70,158.0,Medium,Flying,Unknown,50.0,50.0,15,Brown,Wings,Forest,0,0,0,None,Standard,0,0,83,1,Owl Pokémon,Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.,"Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark. When it needs to think, it rotates its head 180 de­ grees to sharpen its intellectual power. Its extremely soft feathers make no sound in flight. It silently sneaks up on prey without being detected. NOCTOWL never fails at catching prey in darkness. This POKéMON owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight. It unfailingly catches prey in darkness. NOCTOWL owe their success to superior vision that allows them to see in minimal light, and to their supple and silent wings. When it needs to think, it rotates its head 180 degrees to sharpen its intellectual power. Its eyes are special. They can pick out objects as long as there is the tiniest amount of light. If it flips its head upside down, it’s a sign that it is engaged in very complex thinking.",Insomnia,Keen Eye,Tinted Lens,Prevents sleep. Prevents accuracy from being lowered. Doubles damage inflicted with not-very-effective moves.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/164.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/164.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png,https://www.pokemon.com/us/pokedex/noctowl
165,ledyba,ledyba,Ledyba,ledyba,165,262,1,53.0,10,108,Bug,Flying,40,20,30,40,80,55,265,2,255,70,53.0,Fast,Bug,Unknown,50.0,50.0,15,Red,Wings,Forest,0,0,0,None,Standard,0,0,84,0,Five Star Pokémon,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.,"It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group. When the weather turns cold, lots of LEDYBA gather from everywhere to cluster and keep each other warm. It is timid and clusters together with others. The fluid secreted by its feet indicates its location. LEDYBA secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This POKéMON conveys its feelings to others by altering the fluid’s scent. LEDYBA communicate using a fluid that they secrete from where the legs join the body. They are said to convey feelings to others by altering the fluid’s scent. When the weather turns cold, numerous LEDYBA gather from everywhere to cluster and keep each other warm. It is so timid, it can’t move if it isn’t with a swarm of others. It conveys its feelings with scent. When the weather turns cold, lots of Ledyba gather from everywhere to cluster and keep each other warm.",Swarm,Early Bird,Rattled,"Strengthens bug moves to inflict 1.5× damage at 1/3 max HP or less. Makes sleep pass twice as quickly. Raises Speed one stage upon being hit by a dark, ghost, or bug move.",https://assets.pokemon.com/assets/cms2/img/pokedex/full/165.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/165.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png,https://www.pokemon.com/us/pokedex/ledyba
166,ledian,ledian,Ledian,ledian,166,263,1,137.0,14,356,Bug,Flying,55,35,50,55,110,85,390,2,90,70,137.0,Fast,Bug,Unknown,50.0,50.0,15,Red,Wings,Forest,0,0,0,None,Standard,0,0,84,1,Five Star Pokémon,"When the stars flicker in the night sky, it flutters about, scattering a glowing powder.","When the stars flicker in the night sky, it flutters about, scattering a glowing powder. The star patterns on its back grow larger or smaller depending on the number of stars in the night sky. In the daytime when it gets warm, it curls up inside a big leaf and drifts off into a deep slumber. It is said that in lands with clean air, where the stars fill the sky, there live LEDIAN in countless numbers. There is a good reason for this - the POKéMON uses the light of the stars as its energy. It is said that in lands with clean air, where the stars fill the sky, there live many LEDIAN. For good reason, they use the light of the stars as energy. It uses starlight as energy. When more stars appear at night, the patterns on its back grow larger. The spot patterns on its back grow larger or smaller depending on the number of stars in the night sky. It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.",Swarm,Early Bird,Iron femaleist,Strengthens bug moves to inflict 1.5× damage at 1/3 max HP or less. Makes sleep pass twice as quickly.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/166.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/166.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png,https://www.pokemon.com/us/pokedex/ledian
167,spinarak,spinarak,Spinarak,spinarak,167,264,1,50.0,5,85,Bug,Poison,40,60,40,40,40,30,250,2,255,70,50.0,Fast,Bug,Unknown,50.0,50.0,15,Green,Armor,Forest,0,0,0,None,Standard,0,0,85,0,String Spit Pokémon,"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close.","It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close. It spins a web using fine--but durable--thread. It then waits pa­ tiently for prey to be trapped. If prey becomes ensnared in its nest of spun string, it waits motionlessly until it becomes dark. The web spun by SPINARAK can be considered its second nervous system. It is said that this POKéMON can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands. The web it spins can be considered its second nervous system. It is said that a SPINARAK determines its prey by the tiny vibrations it feels through the web. It spins a web using fine--but durable-- thread. It then waits patiently for prey to be trapped. It sets a trap by spinning a web with thin but strong silk. It waits motionlessly for prey to arrive. It spins a web using fine--but durable--thread. It then waits patiently for prey to be trapped.",Swarm,Insomnia,Sniper,Strengthens bug moves to inflict 1.5× damage at 1/3 max HP or less. Prevents sleep. Strengthens critical hits to inflict 3× damage rather than 2×.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/167.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/167.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png,https://www.pokemon.com/us/pokedex/spinarak
168,ariados,ariados,Ariados,ariados,168,265,1,140.0,11,335,Bug,Poison,70,90,70,60,70,40,400,2,90,70,140.0,Fast,Bug,Unknown,50.0,50.0,15,Red,Armor,Forest,0,0,0,None,Standard,0,0,85,1,Long Leg Pokémon,It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.,"It spins string not only from its rear but also from its mouth. It is hard to tell which end is which. A single strand of a special string is endlessly spun out of its rear. The string leads back to its nest. Rather than mak­ ing a nest in one specific spot, it wanders in search of food after darkness falls. ARIADOS’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This POKéMON constricts the foe with thin and strong silk webbing. Its feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. It constricts its foe with thin and strong silk webbing. It attaches silk to its prey and sets it free. Later, it tracks the silk to the prey and its friends. It spins string not only from its rear but also from its mouth. It’s hard to tell which end is which. Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.",Swarm,Insomnia,Sniper,Strengthens bug moves to inflict 1.5× damage at 1/3 max HP or less. Prevents sleep. Strengthens critical hits to inflict 3× damage rather than 2×.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/168.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/168.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png,https://www.pokemon.com/us/pokedex/ariados
169,crobat,crobat,Crobat,crobat,169,75,1,241.0,18,750,Poison,Flying,85,90,80,70,80,130,535,2,90,70,241.0,Medium,Flying,Unknown,50.0,50.0,15,Purple,Bug Wings,Cave,0,0,0,None,Standard,0,0,17,2,Bat Pokémon,It flies so si­ lently through the dark on its four wings that it may not be noticed even when nearby.,"It flies so si­ lently through the dark on its four wings that it may not be noticed even when nearby. The development of wings on its legs enables it to fly fast but also makes it tough to stop and rest. As a result of its pursuit of faster, yet more silent flight, a new set of wings grew on its hind legs. If this POKéMON is flying by fluttering only a pair of wings on either the forelegs or hind legs, it’s proof that CROBAT has been flying a long distance. It switches the wings it uses if it is tired. CROBAT sneaks up on its intended prey using wings that barely make a sound. This POKéMON rests by hanging on a tree branch with its rear legs that serve as wings. Over the course of evolution, its hind legs turned into wings. By alternately resting its front and rear wings, it can fly all day without having to stop. It flies so silently through the dark on its four wings that it may not be noticed even when nearby. Having four wings enables it to fly faster and more quietly. It turns active when the night comes.",Inner femaleocus,Unknown,Infiltrator,"Bypasses light screen, reflect, and safeguard.",https://assets.pokemon.com/assets/cms2/img/pokedex/full/169.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/169.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png,https://www.pokemon.com/us/pokedex/crobat
170,chinchou,chinchou,Chinchou,chinchou,170,266,1,66.0,5,120,Water,Electric,75,38,38,56,56,67,330,2,190,70,66.0,Slow,Water2,Unknown,50.0,50.0,20,Blue,Fish,Sea,0,0,0,None,Standard,0,0,86,0,Angler Pokémon,Chinchou blink their shining antennae at one another to claim their respective turf.,"Chinchou blink their shining antennae at one another to claim their respective turf. It shoots positive and negative elec­ tricity between the tips of its two antennae and zaps its enemies. On the dark ocean floor, its only means of communi­ cation is its constantly flash­ ing lights. Its antennae, whi­ ch evolved from a fin, have both po­ sitive and neg­ ative charges flo­ wing through them. CHINCHOU lets loose positive and negative electrical charges from its two antennas to make its prey faint. This POKéMON flashes its electric lights to exchange signals with others. CHINCHOU’s two antennas are filled with cells that generate strong electricity. This POKéMON’s cells create so much electrical power, it even makes itself tingle slightly. When it senses danger, it discharges positive and negative electricity from its two antennae. It lives in depths beyond sunlight’s reach. On the dark ocean floor, its only means of communication is its constantly flashing lights.",Volt Absorb,Illuminate,Water Absorb,"Absorbs electric moves, healing for 1/4 max HP. Doubles the wild encounter rate. Absorbs water moves, healing for 1/4 max HP.",https://assets.pokemon.com/assets/cms2/img/pokedex/full/170.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/170.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png,https://www.pokemon.com/us/pokedex/chinchou
171,lanturn,lanturn,Lanturn,lanturn,171,267,1,161.0,12,225,Water,Electric,125,58,58,76,76,67,460,2,75,70,161.0,Slow,Water2,Unknown,50.0,50.0,20,Blue,Fish,Sea,0,0,0,None,Standard,0,0,86,1,Light Pokémon,The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.,"The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles. It blinds prey with an intense burst of light, then swallows the immobilized prey in a single gulp. This POKéMON uses the bright part of its body, which changed from a dorsal fin, to lure prey. LANTURN is nicknamed “the deep-sea star” for its illuminated antenna. This POKéMON produces light by causing a chemical reaction between bacteria and its bodily fluids inside the antenna. LANTURN is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this POKéMON’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night. The light-emitting orbs on its back are very bright. They are formed from a part of its dorsal fin. This POKéMON illuminates the inky darkness of deep seas. The light it emits is so bright that it can illuminate the sea’s surface from a depth of over three miles. LANTURN’s light can shine up from great depths. It is nicknamed “The Deep-Sea Star.”",Volt Absorb,Illuminate,Water Absorb,"Absorbs electric moves, healing for 1/4 max HP. Doubles the wild encounter rate. Absorbs water moves, healing for 1/4 max HP.",https://assets.pokemon.com/assets/cms2/img/pokedex/full/171.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/171.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png,https://www.pokemon.com/us/pokedex/lanturn
172,pichu,pichu,Pichu,pichu,172,34,1,41.0,3,20,Electric,None,20,40,15,35,35,60,205,2,190,70,41.0,Medium,No Eggs,Unknown,50.0,50.0,10,Yellow,Quadruped,Forest,1,0,0,None,Standard,0,0,10,0,Tiny Mouse Pokémon,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,"It is not yet skilled at storing electricity. It may send out a jolt if amused or startled. Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself. It is unskilled at storing electric power. Any kind of shock causes it to discharge energy spontaneously. PICHU charges itself with electricity more easily on days with thunderclouds or when the air is very dry. You can hear the crackling of static electricity coming off this POKéMON. When PICHU plays with others, it may short out electricity with another PICHU, creating a shower of sparks. In that event, this POKéMON will begin crying, startled by the flash of sparks. It is still inept at retaining electricity. When it is startled, it discharges power accidentally. It gets better at holding power as it grows older. The electric pouches on its cheeks are still small. They cannot store much electricity yet. It plays with others by touching tails and setting off sparks. This appears to be a test of courage.",Static,Unknown,Lightning Rod,"Has a 30% chance of paralyzing attacking Pokémon on contact. Redirects single-target electric moves to this Pokémon where possible. Absorbs Electric moves, raising Special Attack one stage.",https://assets.pokemon.com/assets/cms2/img/pokedex/full/172.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/172.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png,https://www.pokemon.com/us/pokedex/pichu
173,cleffa,cleffa,Cleffa,cleffa,173,63,1,44.0,3,30,Fairy,None,50,25,28,45,55,15,218,2,150,140,44.0,Fast,No Eggs,Unknown,25.0,75.0,10,Pink,Upright,Mountain,1,0,0,None,Standard,0,0,14,0,Star Shape Pokémon,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.","Because of its unusual, star-like silhouette, people believe that it came here on a meteor. When numerous me­ teors illuminate the night sky, sightings of CLEFFA strangely increase. If the impact site of a meteorite is found, this POKéMON is certain to be within the immediate area. On nights with many shooting stars, CLEFFA can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these POKéMON quench their thirst with the morning dew. On nights with many shooting stars, CLEFFA can be seen dancing in a ring. They dance until daybreak, when they quench their thirst with the morning dew. When numerous meteors illuminate the night sky, sightings of CLEFFA strangely increase. Because of its unusual, starlike silhouette, people believe that it came here on a meteor. Its silhouette is like a star. It is believed to arrive riding on shooting stars.",Cute Charm,Magic Guard,Friend Guard,Has a 30% chance of infatuating attacking Pokémon on contact. Protects against damage not directly caused by a move. Decreases all direct damage taken by friendly Pokémon to 0.75×.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/173.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/173.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png,https://www.pokemon.com/us/pokedex/cleffa
174,igglybuff,igglybuff,Igglybuff,igglybuff,174,70,1,42.0,3,10,Normal,Fairy,90,30,15,40,20,15,210,2,170,70,42.0,Fast,No Eggs,Unknown,25.0,75.0,10,Pink,Humanoid,Grassland,1,0,0,None,Standard,0,0,16,0,Balloon Pokémon,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.","It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop. Its extremely flexible and elas­ tic body makes it bounce continuous­ ly--anytime, any­ where. Instead of walking with its short legs, it moves around by bouncing on its soft, tender body. IGGLYBUFF’s vocal chords are not sufficiently developed. It would hurt its throat if it were to sing too much. This POKéMON gargles with freshwater from a clean stream. IGGLYBUFF has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes. Its soft and pliable body is very bouncy. When it sings continuously with all its might, its body steadily turns a deepening pink color. Its extremely flexible and elastic body makes it bounce continuously--anytime, anywhere. It has a soft and bouncy body. Once it starts bouncing, it becomes impossible to stop.",Cute Charm,Competitive,Friend Guard,Has a 30% chance of infatuating attacking Pokémon on contact. Raises Special Attack by two stages upon having any stat lowered. Decreases all direct damage taken by friendly Pokémon to 0.75×.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/174.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/174.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png,https://www.pokemon.com/us/pokedex/igglybuff
175,togepi,togepi,Togepi,togepi,175,268,1,49.0,3,15,Fairy,None,35,20,65,40,65,20,245,2,190,70,49.0,Fast,No Eggs,Unknown,87.5,12.5,10,White,Humanoid,Forest,1,0,0,None,Standard,0,0,87,0,Spike Ball Pokémon,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,"The shell seems to be filled with joy. It is said that it will share good luck when treated kindly. A proverb claims that happiness will come to any­ one who can make a sleeping TOGEPI stand up. It is considered to be a symbol of good luck. Its shell is said to be filled with happiness. As its energy, TOGEPI uses the positive emotions of compassion and pleasure exuded by people and POKéMON. This POKéMON stores up feelings of happiness inside its shell, then shares them with others. As its energy, it uses the feelings of compassion and pleasure exuded by people and POKéMON. It stores up happy feelings in its shell, then shares them out. A proverb claims that happiness will come to anyone who can make a sleeping TOGEPI stand up. Its shell is said to be stuffed with happiness that it shares with kindhearted people. It transforms the kindness and joy of others into happiness, which it stores in its shell.",Hustle,Serene Grace,Super Luck,"Strengthens physical moves to inflict 1.5× damage, but decreases their accuracy to 0.8×. Doubles the chance of moves' extra effects occurring. Raises moves' critical hit rates one stage.",https://assets.pokemon.com/assets/cms2/img/pokedex/full/175.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/175.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png,https://www.pokemon.com/us/pokedex/togepi
176,togetic,togetic,Togetic,togetic,176,269,1,142.0,6,32,Fairy,Flying,55,40,85,80,105,40,405,2,75,70,142.0,Fast,Flying,Fairy,87.5,12.5,10,White,Humanoid,Forest,0,0,0,None,Standard,0,0,87,1,Happiness Pokémon,"They say that it will appear before kindhearted, car­ ing people and shower them with happiness.","They say that it will appear before kindhearted, car­ ing people and shower them with happiness. It grows dispirit­ ed if it is not with kind people. It can float in midair without moving its wings. Although it does not flap its wings very much, it can stay up in the air as it tags along after its trainer. TOGETIC is said to be a POKéMON that brings good fortune. When the POKéMON spots someone who is pure of heart, it is said to appear and share its happiness with that person. It is said to be a POKéMON that brings good fortune. When it spots someone who is pure of heart, a TOGETIC appears and shares its happiness with that person. It grows dispirited if it is not with kind people. It can float in midair without moving its wings. They say that it will appear before kindhearted, caring people and shower them with happiness. It is said to appear in front of kindly people to scatter a glowing down called “joy dust.”",Hustle,Serene Grace,Super Luck,"Strengthens physical moves to inflict 1.5× damage, but decreases their accuracy to 0.8×. Doubles the chance of moves' extra effects occurring. Raises moves' critical hit rates one stage.",https://assets.pokemon.com/assets/cms2/img/pokedex/full/176.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/176.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png,https://www.pokemon.com/us/pokedex/togetic
177,natu,natu,Natu,natu,177,271,1,64.0,2,20,Psychic,Flying,40,50,45,70,45,70,320,2,190,70,64.0,Medium,Flying,Unknown,50.0,50.0,20,Green,Wings,Forest,0,0,0,None,Standard,0,0,88,0,Tiny Bird Pokémon,"Because its wings aren't yet fully grown, it has to hop to get around. It is always star­ ing at something.","Because its wings aren't yet fully grown, it has to hop to get around. It is always star­ ing at something. It usually forages for food on the ground but may, on rare occasions, hop onto branches to peck at shoots. It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees. NATU cannot fly because its wings are not yet fully grown. If your eyes meet with this POKéMON’s eyes, it will stare back intently at you. But if you move even slightly, it will hop away to safety. NATU has a highly developed jumping ability. The POKéMON flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree’s new shoots. It runs up short trees that grow on the savanna to peck at new shoots. A NATU’s eyes look as if they are always observing something. Because its wings aren’t yet fully grown, it has to hop to get around. It is always staring at something. It picks food from cactus plants, deftly avoiding buds and spines. It seems to skip about to move.",Synchronize,Early Bird,Magic Bounce,"Copies burns, paralysis, and poison received onto the Pokémon that inflicted them. Makes sleep pass twice as quickly. Reflects most non-damaging moves back at their user.",https://assets.pokemon.com/assets/cms2/img/pokedex/full/177.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/177.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png,https://www.pokemon.com/us/pokedex/natu
178,xatu,xatu,Xatu,xatu,178,272,1,165.0,15,150,Psychic,Flying,65,75,70,95,70,95,470,2,75,70,165.0,Medium,Flying,Unknown,50.0,50.0,20,Green,Wings,Forest,0,0,0,None,Standard,0,0,88,1,Mystic Pokémon,They say that it stays still and quiet because it is seeing both the past and future at the same time.,"They say that it stays still and quiet because it is seeing both the past and future at the same time. In South America, it is said that its right eye sees the future and its left eye views the past. Once it begins to meditate at sun­ rise, the entire day will pass before it will move again. XATU stands rooted and still in one spot all day long. People believe that this POKéMON does so out of fear of the terrible things it has foreseen in the future. XATU is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical POKéMON out of their belief that XATU is in possession of the power to see into the future. It has the enigmatic power of foreseeing the future. Some people in different lands have long believed that XATU are emissaries from another world. This odd Pokémon can see both the past and the future. It eyes the sun’s movement all day. Once it begins to meditate at sunrise, the entire day will pass before it will move again.",Synchronize,Early Bird,Magic Bounce,"Copies burns, paralysis, and poison received onto the Pokémon that inflicted them. Makes sleep pass twice as quickly. Reflects most non-damaging moves back at their user.",https://assets.pokemon.com/assets/cms2/img/pokedex/full/178.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/178.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png,https://www.pokemon.com/us/pokedex/xatu
179,mareep,mareep,Mareep,mareep,179,273,1,56.0,6,78,Electric,None,55,40,40,65,45,35,280,2,235,70,56.0,Medium Slow,Monster,Ground,50.0,50.0,20,White,Quadruped,Grassland,0,0,0,None,Standard,0,0,89,0,Wool Pokémon,"If static elec­ tricity builds in its body, its fleece doubles in volume. Touching it will shock you.","If static elec­ tricity builds in its body, its fleece doubles in volume. Touching it will shock you. Its fleece grows continually. In the summer, the fleece is fully shed, but it grows back in a week. It stores lots of air in its soft fur, allowing it to stay cool in summer and warm in winter. MAREEP’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail grows. Its fluffy wool rubs together and builds a static charge. The more energy is charged, the more brightly the lightbulb at the tip of its tail glows. If static electricity builds in its body, its fleece doubles in volume. Touching it will shock you. Its fluffy coat swells to double when static electricity builds up. Touching it can be shocking. When cold weather increases static electricity, its wool doubles in size and the tip of its tail glows slightly.",Static,Unknown,Plus,Has a 30% chance of paralyzing attacking Pokémon on contact. Increases Special Attack to 1.5× when a friendly Pokémon has plus or minus.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/179.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/179.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png,https://www.pokemon.com/us/pokedex/mareep
